名称,住所
指定短期入所生活介護事業所「特別養護老人ホームわかば」,埼玉県白岡市岡泉９０２
短期入所生活介護　リーゾ,埼玉県白岡市白岡１０２５－７
光乃里空床利用型短期入所生活介護,埼玉県白岡市荒井新田３５９－１
ずいせん長寿村,埼玉県白岡市高岩１０５１－１
あんしんホーム白岡,埼玉県白岡市小久喜字神辺８４７番１
介護付有料老人ホームヒューマンサポート白岡,埼玉県白岡市白岡１０６６－１
パナソニックエイジフリーショップ蓮田・白岡,埼玉県白岡市荒井新田371-11
医療法人社団　哺育会　指定居宅介護支援事業所白岡,埼玉県白岡市小久喜９１３－１
ケアプラン作成相談センター光乃里,埼玉県白岡市荒井新田３５９－１
ケアプラン　ぽっかぽか,埼玉県白岡市上野田３５７－１
でいほーむ・ほのぼの,埼玉県白岡市西６丁目４番１７
居宅介護支援事業所めぐみ,埼玉県白岡市小久喜１３７７－３
居宅介護支援事業所　ＣＯＲＥ,埼玉県白岡市新白岡3丁目41番地ルネ・グランガーデン5号室
ケアプラン　クリエ,埼玉県白岡市白岡１０２５番地５
指定居宅介護支援事業所「わかば居宅介護支援センター」,埼玉県白岡市岡泉902
いなほの介護相談窓口,埼玉県白岡市千駄野６６３－１
介護老人福祉施設光乃里,埼玉県白岡市荒井新田３５９－１
特別養護老人ホーム　いなほの里,埼玉県白岡市千駄野６６３－１
特別養護老人ホーム　わかば,埼玉県白岡市岡泉９０２
有限会社　シルバーネットワーク,埼玉県北足立郡伊奈町小室３３４０－３
社会福祉法人伊奈町社会福祉協議会,埼玉県北足立郡伊奈町小室５０４９－１
指定訪問介護事業所　ここ・さぽーと,埼玉県北足立郡伊奈町大針３３８－１６１
プラチナ・訪問介護ステーション伊奈,埼玉県北足立郡伊奈町寿一丁目８４－１
ベストファミリー,埼玉県北足立郡伊奈町寿１丁目１６７－１０７
ゆめこうぼう,埼玉県北足立郡伊奈町大針1511番地108
ご長寿くらぶ埼玉・伊奈訪問介護事業所,埼玉県北足立郡伊奈町内宿台6-41
訪問看護ステーションひまわりさん伊奈,埼玉県北足立郡伊奈町本町１丁目５９番地
医療法人社団愛友会  介護老人保健施設  一心館,埼玉県北足立郡伊奈町小室８１１３
こむろん家,埼玉県北足立郡伊奈町小室１０１４５－１
あずみ苑　伊奈,埼玉県北足立郡伊奈町小室１０２４－１
デイサービスセンター　ふくろうの杜,埼玉県北足立郡伊奈町大字小室字大山上１０３０４－８
和が家の古民家デイ　いぶき,埼玉県北足立郡伊奈町小室９５０３
デイサービスセンターみちみち伊奈北,埼玉県北足立郡伊奈町大字小針新宿３６８－１
デイサービスセンター　喜楽里,埼玉県北足立郡伊奈町大字小室5047番5
シエスタ,埼玉県北足立郡伊奈町内宿台１丁目１３７
通所リハビリテーション　のぞみ,埼玉県北足立郡伊奈町小室３１７０
医療法人社団　信悠会　アールブリュ,埼玉県北足立郡伊奈町小室１００５１－１
デイサービスセンター　伊奈の里,埼玉県北足立郡伊奈町小室５０４９－１
特別養護老人ホーム　みちみち伊奈中央,埼玉県北足立郡伊奈町小室９５４４－３
特別養護老人ホームみちみち伊奈北,埼玉県北足立郡伊奈町大字小針新宿３６８－１
こころの杜　ショートステイ,埼玉県北足立郡伊奈町大字小室５０４７番５
介護付き有料老人ホーム和み　伊奈,埼玉県北足立郡伊奈町学園3-45
有限会社 シルバーネットワーク,埼玉県北足立郡伊奈町小室３３４０－３
株式会社サイサン医療ガス部,埼玉県北足立郡伊奈町小室字道上１０３６０
株式会社同仁社　関東支店,埼玉県北足立郡伊奈町寿２丁目１３４－２
居宅介護支援事業所ささえ,埼玉県北足立郡伊奈町本町１－５９
ケアプラン伊奈の里,埼玉県北足立郡伊奈町小室５０４９－１
介護支援事業所「あいお」,埼玉県北足立郡伊奈町小針新宿７４７
ゆめこうぼう　虹,埼玉県北足立郡伊奈町大針７７５番地２３
居宅介護支援事業所　こころの杜,埼玉県北足立郡伊奈町小室５０４７番５
居宅介護支援事業所みちみち伊奈,埼玉県北足立郡伊奈町大字小針新宿368-1
居宅介護支援事業所　ふくろうの杜,埼玉県北足立郡伊奈町小室10304-8
伊奈の里,埼玉県北足立郡伊奈町小室５０４９－１
特別養護老人ホーム　こころの杜,埼玉県北足立郡伊奈町小室５０４７番５
指定訪問介護事業所　ローズマンハウス,埼玉県入間郡三芳町竹間沢３５４－５－４０２
介護ステーション　こころ,埼玉県入間郡三芳町みよし台７－１
オアシス２４ふじみ,埼玉県入間郡三芳町藤久保313番地4山田ビル201号
はーとふる・ファイン,埼玉県入間郡三芳町藤久保89番地5リエス鶴瀬103
三芳ロイヤル訪問看護ステーション,埼玉県入間郡三芳町藤久保９７４－３
訪問看護ステーションえん,埼玉県入間郡三芳町藤久保309-3アークメゾン301号室
デイサービスセンターみずほ苑,埼玉県入間郡三芳町竹間沢７３５番地１
桜荘デイサービスセンター,埼玉県入間郡三芳町北永井字桜並４１５番１
みよし翔裕館,埼玉県入間郡三芳町大字上富字吉拓496番１
リハトレ明和,埼玉県入間郡三芳町藤久保197-20
デイサービスリゾート　ケア・２４,埼玉県入間郡三芳町北永井891番地
介護老人保健施設埼玉ロイヤルケアセンター,埼玉県入間郡三芳町上富２１８１－５
社会福祉法人三芳厚生会　介護老人保健施設むさしの苑,埼玉県入間郡三芳町上富字上永久保１７８４－７
エムズガーデンデイケアセンター,埼玉県入間郡三芳町北永井８９０番２
短期入所生活介護事業所　みずほ苑,埼玉県入間郡三芳町竹間沢７３５－１
特別養護老人ホーム　みよし園（短期入所生活介護事業）,埼玉県入間郡三芳町上富上永久保１７８４－８
ほっと三芳ケアセンター,埼玉県入間郡三芳町北永井３７５－６
桜荘ショートステイ,埼玉県入間郡三芳町北永井字桜並４１５番地１
短期入所生活介護事業所　こころ三芳,埼玉県入間郡三芳町大字北永井９４６－１
社会福祉法人三芳厚生福祉会　介護老人保健施設むさしの苑,埼玉県入間郡三芳町上富字上永久保１７８４－７
エムズガーデンショートステイ,埼玉県入間郡三芳町北永井８９０番２
みよし悠生苑,埼玉県入間郡三芳町上富1550-1
老人保健施設埼玉ロイヤルケアセンター,埼玉県入間郡三芳町上富２１８１－５
在宅介護支援センターみずほ苑,埼玉県入間郡三芳町竹間沢７３５－１
指定居宅介護支援事業所　ローズマンハウス,埼玉県入間郡三芳町竹間沢３５４－５－４０２
三芳ロイヤル居宅介護支援センター,埼玉県入間郡三芳町藤久保９７４－３
桜荘居宅介護支援事業所,埼玉県入間郡三芳町大字北永井字桜並４１５番１
三芳町社会福祉協議会,埼玉県入間郡三芳町大字藤久保１１００－１
居宅介護支援事業所　こころ三芳,埼玉県入間郡三芳町大字北永井９４６－１
居宅介護支援事業所　むさしの苑,埼玉県入間郡三芳町大字上富１７８４番７
居宅介護支援事業所あおい糸,埼玉県入間郡三芳町藤久保309-37アークメゾン301号室
特別養護老人ホームみずほ苑,埼玉県入間郡三芳町竹間沢７３５－１
特別養護老人ホームみよし園,埼玉県入間郡三芳町上富１７８４－８
特別養護老人ホーム桜荘,埼玉県入間郡三芳町北永井字桜並４１５番１
特別養護老人ホームこころ三芳,埼玉県入間郡三芳町大字北永井９４６－１
介護老人保健施設エムズガーデン,埼玉県入間郡三芳町北永井８９０番２
ヘルパーステーション薫風園,埼玉県入間郡毛呂山町毛呂本郷字沢又６９１
けいあい訪問介護事業所,埼玉県入間郡毛呂山町川角５０４－１
生活支援センター　向陽,埼玉県入間郡毛呂山町南台五丁目３８番地５
ふくしのまち西入間,埼玉県入間郡毛呂山町長瀬７２０－２５
介護の夢屋,埼玉県入間郡毛呂山町前久保南２－１３－１０
ケアサービス　ゆず,埼玉県入間郡毛呂山町南台一丁目２７番地８
ケアヘルパーちゃお,埼玉県入間郡毛呂山町南台五丁目３５番地３４
埼玉医科大学訪問看護ステーション,埼玉県入間郡毛呂山町大字毛呂本郷1006番地
悠久園デイサービスセンター,埼玉県入間郡毛呂山町南台５丁目３８番５
ななふく苑,埼玉県入間郡毛呂山町西大久保７６６－１　
毛呂山町デイサービスセンター,埼玉県入間郡毛呂山町川角３０３番地３　
リハビリ型デイサービス　豆の木,埼玉県入間郡毛呂山町大字長瀬1875-1
デイサービス　陽気な鶴さん,埼玉県入間郡毛呂山町西戸839番地1
埼玉医療福祉会　ケアハウス薫風園デイサービスセンター,埼玉県入間郡毛呂山町大字毛呂本郷691番地
さわやか毛呂山リハビリデイサービス,埼玉県入間郡毛呂山町前久保109-24-103
木もれ陽,埼玉県入間郡毛呂山町大字西戸字前原661番地1
介護老人保健施設　薫風園,埼玉県入間郡毛呂山町毛呂本郷字沢又６９１
悠久園短期入所支援センター,埼玉県入間郡毛呂山町南台五丁目３８番地５
特別養護老人ホームナーシングヴィラ本郷,埼玉県入間郡毛呂山町毛呂本郷字小野岡７５１番地
ふるさとホーム毛呂山,埼玉県入間郡毛呂山町西大久保879
レンタルふくしのまち西入間,埼玉県入間郡毛呂山町長瀬７２０－２５
介護ショップえがお,埼玉県入間郡毛呂山町南台5-26-40
悠久園居宅介護支援センター,埼玉県入間郡毛呂山町南台五丁目３８番地５
ケアプランセンター　こだま,埼玉県入間郡毛呂山町平山１丁目１２番地２７
指定居宅介護支援センター　ＨＡＰＰＩＮＥＳＳ館,埼玉県入間郡毛呂山町毛呂本郷1006番地
埼玉医科大学介護支援センター,埼玉県入間郡毛呂山町大字毛呂本郷1006番地
ケアプランちゃお,埼玉県入間郡毛呂山町南台五丁目３５番地３４
ケアプラン　陽気な鶴さん,埼玉県入間郡毛呂山町西戸８３９番地１
木もれ陽,埼玉県入間郡毛呂山町西戸字前原６６１番地１
特別養護老人ホーム悠久園,埼玉県入間郡毛呂山町南台五丁目３８番地５
社会福祉法人　越生町社会福祉協議会,埼玉県入間郡越生町大字越生908番地12
介護ハート　おごせ,埼玉県入間郡越生町越生東１－１０－１４　ドミール越生１０１
光の丘,埼玉県入間郡越生町上野３０７８－５
介護よろずや　梅の家,埼玉県入間郡越生町越生899-3
社会福祉法人越生町社会福祉協議会,埼玉県入間郡越生町大字越生908番地12
指定居宅介護支援事業所光の丘,埼玉県入間郡越生町上野３０７８－５
ケアプラン　梅の家,埼玉県入間郡越生町越生899-3
特別養護老人ホーム光の丘,埼玉県入間郡越生町上野３０７８－５
訪問介護事業所　森林園,埼玉県比企郡滑川町羽尾４７３８－２
訪問介護　こころ粋,埼玉県比企郡滑川町月の輪５丁目１８番地２
なごみ介護サービス,埼玉県比企郡滑川町大字羽尾503番地7小久保ハイツI　101号室
